
Host: moses-razer

Timers On : Thu Dec 28 16:19:32 2023
Timers Off: Thu Dec 28 16:19:36 2023

Wall Time:        3.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| JK: JK                            :      6.250u      0.150s      0.659w     27 calls
| | DFH: compute_JK()               :      6.250u      0.150s      0.657w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      2.267u      0.017s      0.226w     27 calls
| | | DFH: compute_K                :      3.817u      0.133s      0.411w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.000u      0.000s      0.002w     27 calls
HF: Form D                          :      0.000u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.350u      0.133s      0.248w     24 calls
HF: Form C                          :      1.683u      0.000s      0.164w     24 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     34.850u      4.350s     14.556w      3 calls
| Libint2ERI::Libint2ERI            :     23.567u      3.133s     13.085w     18 calls
| DFMP2 (A|mn)                      :      6.317u      0.000s      0.639w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.467u      0.000s      0.044w      3 calls
| DFMP2 (A|mi)C_na                  :      0.250u      0.033s      0.026w      3 calls
| DFMP2 Aia Write                   :      0.150u      0.033s      0.017w      3 calls
DFMP2 Bia                           :      2.017u      0.067s      0.207w      3 calls
| DFMP2 Metric                      :      1.350u      0.017s      0.135w      3 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.017s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.050u      0.000s      0.007w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.383u      0.000s      0.040w      3 calls
| DFMP2 Bia Write                   :      0.167u      0.050s      0.020w      3 calls
DFMP2 Energy                        :      1.200u      0.017s      0.123w      3 calls
| DFMP2 Bia Read                    :      0.100u      0.000s      0.009w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Sat Dec 30 16:48:50 2023
Timers Off: Sat Dec 30 16:49:27 2023

Wall Time:       37.52 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      9.500u      1.117s      6.379w      3 calls
Libint2ERI::Libint2ERI              :     41.050u      4.817s     21.642w     60 calls
DFH: initialize()                   :     30.667u      5.417s      6.566w      3 calls
DFH: AO Construction                :      9.083u      0.117s      1.021w      3 calls
DFH: AO-Met. Contraction            :      4.017u      0.267s      0.428w      3 calls
HF: Form core H                     :      0.683u      0.017s      0.078w      3 calls
HF: Form S/X                        :      0.183u      0.000s      0.018w      3 calls
HF: Guess                           :     14.900u      4.467s      4.932w      3 calls
SAD Guess                           :     14.850u      4.467s      4.927w      3 calls
HF: Form G                          :      6.450u      0.233s      0.671w     27 calls
JK: D                               :      0.017u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      6.333u      0.233s      0.666w     27 calls
DFH: compute_JK()                   :      6.300u      0.233s      0.664w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      2.283u      0.000s      0.228w     27 calls
DFH: compute_K                      :      3.833u      0.233s      0.416w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.002w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.533u      0.050s      0.262w     24 calls
HF: Form C                          :      1.767u      0.017s      0.177w     24 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     34.800u      4.250s     14.610w      3 calls
DFMP2 (A|mn)                        :      6.283u      0.000s      0.631w      3 calls
DFMP2 (A|mn)C_mi                    :      0.433u      0.017s      0.043w      3 calls
DFMP2 (A|mi)C_na                    :      0.183u      0.033s      0.024w      3 calls
DFMP2 Aia Write                     :      0.183u      0.033s      0.017w      3 calls
DFMP2 Bia                           :      2.017u      0.067s      0.205w      3 calls
DFMP2 Metric                        :      1.350u      0.033s      0.135w      3 calls
DFMP2 Aia Read                      :      0.050u      0.000s      0.007w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.400u      0.017s      0.042w      3 calls
DFMP2 Bia Write                     :      0.167u      0.017s      0.017w      3 calls
DFMP2 Energy                        :      1.150u      0.017s      0.116w      3 calls
DFMP2 Bia Read                      :      0.083u      0.000s      0.009w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      9.500u      1.117s      6.379w      3 calls
| Libint2ERI::Libint2ERI            :      6.450u      1.117s      4.550w      3 calls
DFH: initialize()                   :     30.667u      5.417s      6.566w      3 calls
| Libint2ERI::Libint2ERI            :     10.867u      0.683s      3.993w     21 calls
| DFH: AO Construction              :      9.083u      0.117s      1.021w      3 calls
| DFH: AO-Met. Contraction          :      4.017u      0.267s      0.428w      3 calls
HF: Form core H                     :      0.683u      0.017s      0.078w      3 calls
HF: Form S/X                        :      0.183u      0.000s      0.018w      3 calls
HF: Guess                           :     14.900u      4.467s      4.932w      3 calls
| SAD Guess                         :     14.850u      4.467s      4.927w      3 calls
HF: Form G                          :      6.450u      0.233s      0.671w     27 calls
| JK: D                             :      0.017u      0.000s      0.001w     27 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     27 calls
| JK: JK                            :      6.333u      0.233s      0.666w     27 calls
| | DFH: compute_JK()               :      6.300u      0.233s      0.664w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      2.283u      0.000s      0.228w     27 calls
| | | DFH: compute_K                :      3.833u      0.233s      0.416w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.002w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.533u      0.050s      0.262w     24 calls
HF: Form C                          :      1.767u      0.017s      0.177w     24 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     34.800u      4.250s     14.610w      3 calls
| Libint2ERI::Libint2ERI            :     23.717u      3.017s     13.098w     18 calls
| DFMP2 (A|mn)                      :      6.283u      0.000s      0.631w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.433u      0.017s      0.043w      3 calls
| DFMP2 (A|mi)C_na                  :      0.183u      0.033s      0.024w      3 calls
| DFMP2 Aia Write                   :      0.183u      0.033s      0.017w      3 calls
DFMP2 Bia                           :      2.017u      0.067s      0.205w      3 calls
| DFMP2 Metric                      :      1.350u      0.033s      0.135w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.050u      0.000s      0.007w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.400u      0.017s      0.042w      3 calls
| DFMP2 Bia Write                   :      0.167u      0.017s      0.017w      3 calls
DFMP2 Energy                        :      1.150u      0.017s      0.116w      3 calls
| DFMP2 Bia Read                    :      0.083u      0.000s      0.009w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Sat Dec 30 16:49:27 2023
Timers Off: Sat Dec 30 16:50:05 2023

Wall Time:       37.54 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      9.517u      1.100s      6.360w      3 calls
Libint2ERI::Libint2ERI              :     40.950u      4.883s     21.643w     60 calls
DFH: initialize()                   :     30.600u      5.517s      6.558w      3 calls
DFH: AO Construction                :      8.967u      0.117s      1.010w      3 calls
DFH: AO-Met. Contraction            :      4.083u      0.250s      0.430w      3 calls
HF: Form core H                     :      0.350u      0.017s      0.035w      3 calls
HF: Form S/X                        :      0.183u      0.000s      0.019w      3 calls
HF: Guess                           :     14.417u      4.550s      4.914w      3 calls
SAD Guess                           :     14.367u      4.550s      4.908w      3 calls
HF: Form G                          :      6.567u      0.183s      0.681w     27 calls
JK: D                               :      0.000u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      6.400u      0.183s      0.675w     27 calls
DFH: compute_JK()                   :      6.383u      0.183s      0.673w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      2.250u      0.000s      0.227w     27 calls
DFH: compute_K                      :      3.900u      0.167s      0.426w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.033u      0.000s      0.002w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.650u      0.050s      0.274w     24 calls
HF: Form C                          :      1.750u      0.000s      0.179w     24 calls
DFMP2 Singles                       :      0.033u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     35.083u      4.333s     14.569w      3 calls
DFMP2 (A|mn)                        :      6.400u      0.000s      0.647w      3 calls
DFMP2 (A|mn)C_mi                    :      0.500u      0.017s      0.047w      3 calls
DFMP2 (A|mi)C_na                    :      0.267u      0.000s      0.026w      3 calls
DFMP2 Aia Write                     :      0.167u      0.050s      0.019w      3 calls
DFMP2 Bia                           :      2.050u      0.067s      0.207w      3 calls
DFMP2 Metric                        :      1.300u      0.017s      0.129w      3 calls
DFMP2 Aia Read                      :      0.067u      0.000s      0.007w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.417u      0.000s      0.044w      3 calls
DFMP2 Bia Write                     :      0.200u      0.050s      0.022w      3 calls
DFMP2 Energy                        :      1.217u      0.017s      0.126w      3 calls
DFMP2 Bia Read                      :      0.117u      0.000s      0.009w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      9.517u      1.100s      6.360w      3 calls
| Libint2ERI::Libint2ERI            :      6.483u      1.100s      4.535w      3 calls
DFH: initialize()                   :     30.600u      5.517s      6.558w      3 calls
| Libint2ERI::Libint2ERI            :     10.833u      0.633s      3.977w     21 calls
| DFH: AO Construction              :      8.967u      0.117s      1.010w      3 calls
| DFH: AO-Met. Contraction          :      4.083u      0.250s      0.430w      3 calls
HF: Form core H                     :      0.350u      0.017s      0.035w      3 calls
HF: Form S/X                        :      0.183u      0.000s      0.019w      3 calls
HF: Guess                           :     14.417u      4.550s      4.914w      3 calls
| SAD Guess                         :     14.367u      4.550s      4.908w      3 calls
HF: Form G                          :      6.567u      0.183s      0.681w     27 calls
| JK: D                             :      0.000u      0.000s      0.001w     27 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     27 calls
| JK: JK                            :      6.400u      0.183s      0.675w     27 calls
| | DFH: compute_JK()               :      6.383u      0.183s      0.673w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      2.250u      0.000s      0.227w     27 calls
| | | DFH: compute_K                :      3.900u      0.167s      0.426w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.033u      0.000s      0.002w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.650u      0.050s      0.274w     24 calls
HF: Form C                          :      1.750u      0.000s      0.179w     24 calls
DFMP2 Singles                       :      0.033u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     35.083u      4.333s     14.569w      3 calls
| Libint2ERI::Libint2ERI            :     23.633u      3.150s     13.129w     18 calls
| DFMP2 (A|mn)                      :      6.400u      0.000s      0.647w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.500u      0.017s      0.047w      3 calls
| DFMP2 (A|mi)C_na                  :      0.267u      0.000s      0.026w      3 calls
| DFMP2 Aia Write                   :      0.167u      0.050s      0.019w      3 calls
DFMP2 Bia                           :      2.050u      0.067s      0.207w      3 calls
| DFMP2 Metric                      :      1.300u      0.017s      0.129w      3 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.067u      0.000s      0.007w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.417u      0.000s      0.044w      3 calls
| DFMP2 Bia Write                   :      0.200u      0.050s      0.022w      3 calls
DFMP2 Energy                        :      1.217u      0.017s      0.126w      3 calls
| DFMP2 Bia Read                    :      0.117u      0.000s      0.009w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Sat Dec 30 16:50:05 2023
Timers Off: Sat Dec 30 16:50:42 2023

Wall Time:       36.99 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      9.633u      1.100s      6.344w      3 calls
Libint2ERI::Libint2ERI              :     40.750u      4.750s     21.395w     60 calls
DFH: initialize()                   :     30.833u      5.583s      6.560w      3 calls
DFH: AO Construction                :      9.233u      0.183s      1.050w      3 calls
DFH: AO-Met. Contraction            :      3.883u      0.283s      0.417w      3 calls
HF: Form core H                     :      0.317u      0.017s      0.036w      3 calls
HF: Form S/X                        :      0.183u      0.017s      0.019w      3 calls
HF: Guess                           :     14.483u      4.400s      4.869w      3 calls
SAD Guess                           :     14.417u      4.400s      4.864w      3 calls
HF: Form G                          :      6.200u      0.217s      0.659w     27 calls
JK: D                               :      0.000u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      6.100u      0.217s      0.654w     27 calls
DFH: compute_JK()                   :      6.083u      0.217s      0.652w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      2.217u      0.017s      0.222w     27 calls
DFH: compute_K                      :      3.667u      0.167s      0.411w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.002w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.533u      0.050s      0.265w     24 calls
HF: Form C                          :      1.667u      0.000s      0.175w     24 calls
DFMP2 Singles                       :      0.017u      0.017s      0.001w      3 calls
DFMP2 Aia                           :     35.017u      4.250s     14.387w      3 calls
DFMP2 (A|mn)                        :      6.433u      0.000s      0.646w      3 calls
DFMP2 (A|mn)C_mi                    :      0.417u      0.017s      0.042w      3 calls
DFMP2 (A|mi)C_na                    :      0.267u      0.017s      0.027w      3 calls
DFMP2 Aia Write                     :      0.183u      0.000s      0.019w      3 calls
DFMP2 Bia                           :      1.917u      0.050s      0.200w      3 calls
DFMP2 Metric                        :      1.283u      0.017s      0.130w      3 calls
DFMP2 Aia Read                      :      0.050u      0.017s      0.007w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.400u      0.017s      0.042w      3 calls
DFMP2 Bia Write                     :      0.133u      0.000s      0.017w      3 calls
DFMP2 Energy                        :      1.167u      0.033s      0.118w      3 calls
DFMP2 Bia Read                      :      0.083u      0.000s      0.009w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      9.633u      1.100s      6.344w      3 calls
| Libint2ERI::Libint2ERI            :      6.550u      1.100s      4.515w      3 calls
DFH: initialize()                   :     30.833u      5.583s      6.560w      3 calls
| Libint2ERI::Libint2ERI            :     10.800u      0.617s      3.937w     21 calls
| DFH: AO Construction              :      9.233u      0.183s      1.050w      3 calls
| DFH: AO-Met. Contraction          :      3.883u      0.283s      0.417w      3 calls
HF: Form core H                     :      0.317u      0.017s      0.036w      3 calls
HF: Form S/X                        :      0.183u      0.017s      0.019w      3 calls
HF: Guess                           :     14.483u      4.400s      4.869w      3 calls
| SAD Guess                         :     14.417u      4.400s      4.864w      3 calls
HF: Form G                          :      6.200u      0.217s      0.659w     27 calls
| JK: D                             :      0.000u      0.000s      0.001w     27 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     27 calls
| JK: JK                            :      6.100u      0.217s      0.654w     27 calls
| | DFH: compute_JK()               :      6.083u      0.217s      0.652w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      2.217u      0.017s      0.222w     27 calls
| | | DFH: compute_K                :      3.667u      0.167s      0.411w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.002w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.533u      0.050s      0.265w     24 calls
HF: Form C                          :      1.667u      0.000s      0.175w     24 calls
DFMP2 Singles                       :      0.017u      0.017s      0.001w      3 calls
DFMP2 Aia                           :     35.017u      4.250s     14.387w      3 calls
| Libint2ERI::Libint2ERI            :     23.383u      3.033s     12.941w     18 calls
| DFMP2 (A|mn)                      :      6.433u      0.000s      0.646w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.417u      0.017s      0.042w      3 calls
| DFMP2 (A|mi)C_na                  :      0.267u      0.017s      0.027w      3 calls
| DFMP2 Aia Write                   :      0.183u      0.000s      0.019w      3 calls
DFMP2 Bia                           :      1.917u      0.050s      0.200w      3 calls
| DFMP2 Metric                      :      1.283u      0.017s      0.130w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.050u      0.017s      0.007w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.400u      0.017s      0.042w      3 calls
| DFMP2 Bia Write                   :      0.133u      0.000s      0.017w      3 calls
DFMP2 Energy                        :      1.167u      0.033s      0.118w      3 calls
| DFMP2 Bia Read                    :      0.083u      0.000s      0.009w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Sat Dec 30 16:50:42 2023
Timers Off: Sat Dec 30 16:51:19 2023

Wall Time:       37.08 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      9.650u      1.100s      6.364w      3 calls
Libint2ERI::Libint2ERI              :     40.700u      4.867s     21.409w     60 calls
DFH: initialize()                   :     30.950u      5.417s      6.560w      3 calls
DFH: AO Construction                :      9.067u      0.083s      1.021w      3 calls
DFH: AO-Met. Contraction            :      3.950u      0.267s      0.419w      3 calls
HF: Form core H                     :      0.350u      0.017s      0.037w      3 calls
HF: Form S/X                        :      0.200u      0.017s      0.019w      3 calls
HF: Guess                           :     15.083u      4.217s      4.890w      3 calls
SAD Guess                           :     15.033u      4.217s      4.884w      3 calls
HF: Form G                          :      6.183u      0.117s      0.650w     27 calls
JK: D                               :      0.000u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      6.133u      0.117s      0.645w     27 calls
DFH: compute_JK()                   :      6.133u      0.117s      0.643w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      2.150u      0.000s      0.217w     27 calls
DFH: compute_K                      :      3.717u      0.117s      0.406w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.000u      0.000s      0.002w     27 calls
HF: Form D                          :      0.033u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.417u      0.083s      0.254w     24 calls
HF: Form C                          :      1.683u      0.017s      0.169w     24 calls
DFMP2 Singles                       :      0.033u      0.017s      0.001w      3 calls
DFMP2 Aia                           :     34.150u      4.317s     14.359w      3 calls
DFMP2 (A|mn)                        :      6.150u      0.000s      0.622w      3 calls
DFMP2 (A|mn)C_mi                    :      0.450u      0.000s      0.041w      3 calls
DFMP2 (A|mi)C_na                    :      0.250u      0.017s      0.024w      3 calls
DFMP2 Aia Write                     :      0.167u      0.017s      0.018w      3 calls
DFMP2 Bia                           :      1.833u      0.033s      0.188w      3 calls
DFMP2 Metric                        :      1.233u      0.000s      0.123w      3 calls
DFMP2 Aia Read                      :      0.033u      0.000s      0.007w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.350u      0.017s      0.036w      3 calls
DFMP2 Bia Write                     :      0.167u      0.017s      0.018w      3 calls
DFMP2 Energy                        :      1.100u      0.033s      0.113w      3 calls
DFMP2 Bia Read                      :      0.083u      0.017s      0.009w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      9.650u      1.100s      6.364w      3 calls
| Libint2ERI::Libint2ERI            :      6.567u      1.100s      4.517w      3 calls
DFH: initialize()                   :     30.950u      5.417s      6.560w      3 calls
| Libint2ERI::Libint2ERI            :     10.883u      0.567s      3.953w     21 calls
| DFH: AO Construction              :      9.067u      0.083s      1.021w      3 calls
| DFH: AO-Met. Contraction          :      3.950u      0.267s      0.419w      3 calls
HF: Form core H                     :      0.350u      0.017s      0.037w      3 calls
HF: Form S/X                        :      0.200u      0.017s      0.019w      3 calls
HF: Guess                           :     15.083u      4.217s      4.890w      3 calls
| SAD Guess                         :     15.033u      4.217s      4.884w      3 calls
HF: Form G                          :      6.183u      0.117s      0.650w     27 calls
| JK: D                             :      0.000u      0.000s      0.001w     27 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     27 calls
| JK: JK                            :      6.133u      0.117s      0.645w     27 calls
| | DFH: compute_JK()               :      6.133u      0.117s      0.643w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      2.150u      0.000s      0.217w     27 calls
| | | DFH: compute_K                :      3.717u      0.117s      0.406w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.000u      0.000s      0.002w     27 calls
HF: Form D                          :      0.033u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.417u      0.083s      0.254w     24 calls
HF: Form C                          :      1.683u      0.017s      0.169w     24 calls
DFMP2 Singles                       :      0.033u      0.017s      0.001w      3 calls
DFMP2 Aia                           :     34.150u      4.317s     14.359w      3 calls
| Libint2ERI::Libint2ERI            :     23.250u      3.200s     12.938w     18 calls
| DFMP2 (A|mn)                      :      6.150u      0.000s      0.622w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.450u      0.000s      0.041w      3 calls
| DFMP2 (A|mi)C_na                  :      0.250u      0.017s      0.024w      3 calls
| DFMP2 Aia Write                   :      0.167u      0.017s      0.018w      3 calls
DFMP2 Bia                           :      1.833u      0.033s      0.188w      3 calls
| DFMP2 Metric                      :      1.233u      0.000s      0.123w      3 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.033u      0.000s      0.007w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.350u      0.017s      0.036w      3 calls
| DFMP2 Bia Write                   :      0.167u      0.017s      0.018w      3 calls
DFMP2 Energy                        :      1.100u      0.033s      0.113w      3 calls
| DFMP2 Bia Read                    :      0.083u      0.017s      0.009w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Sat Dec 30 16:51:19 2023
Timers Off: Sat Dec 30 16:51:57 2023

Wall Time:       37.26 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      9.650u      1.133s      6.414w      3 calls
Libint2ERI::Libint2ERI              :     40.517u      4.833s     21.445w     60 calls
DFH: initialize()                   :     30.783u      5.400s      6.589w      3 calls
DFH: AO Construction                :      8.967u      0.183s      1.023w      3 calls
DFH: AO-Met. Contraction            :      3.717u      0.300s      0.401w      3 calls
HF: Form core H                     :      0.333u      0.000s      0.035w      3 calls
HF: Form S/X                        :      0.200u      0.000s      0.019w      3 calls
HF: Guess                           :     14.917u      4.250s      4.865w      3 calls
SAD Guess                           :     14.867u      4.250s      4.859w      3 calls
HF: Form G                          :      5.950u      0.217s      0.630w     27 calls
JK: D                               :      0.000u      0.017s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      5.867u      0.183s      0.624w     27 calls
DFH: compute_JK()                   :      5.850u      0.183s      0.623w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      2.067u      0.000s      0.211w     27 calls
DFH: compute_K                      :      3.550u      0.183s      0.392w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.002w     27 calls
HF: Form D                          :      0.000u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.350u      0.100s      0.255w     24 calls
HF: Form C                          :      1.717u      0.000s      0.168w     24 calls
DFMP2 Singles                       :      0.050u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     34.517u      4.450s     14.338w      3 calls
DFMP2 (A|mn)                        :      6.100u      0.000s      0.617w      3 calls
DFMP2 (A|mn)C_mi                    :      0.467u      0.017s      0.043w      3 calls
DFMP2 (A|mi)C_na                    :      0.200u      0.000s      0.022w      3 calls
DFMP2 Aia Write                     :      0.167u      0.050s      0.016w      3 calls
DFMP2 Bia                           :      1.883u      0.050s      0.199w      3 calls
DFMP2 Metric                        :      1.217u      0.000s      0.129w      3 calls
DFMP2 Aia Read                      :      0.050u      0.017s      0.007w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.400u      0.000s      0.039w      3 calls
DFMP2 Bia Write                     :      0.167u      0.033s      0.019w      3 calls
DFMP2 Energy                        :      1.100u      0.033s      0.114w      3 calls
DFMP2 Bia Read                      :      0.083u      0.017s      0.010w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      9.650u      1.133s      6.414w      3 calls
| Libint2ERI::Libint2ERI            :      6.550u      1.133s      4.573w      3 calls
DFH: initialize()                   :     30.783u      5.400s      6.589w      3 calls
| Libint2ERI::Libint2ERI            :     10.650u      0.550s      3.967w     21 calls
| DFH: AO Construction              :      8.967u      0.183s      1.023w      3 calls
| DFH: AO-Met. Contraction          :      3.717u      0.300s      0.401w      3 calls
HF: Form core H                     :      0.333u      0.000s      0.035w      3 calls
HF: Form S/X                        :      0.200u      0.000s      0.019w      3 calls
HF: Guess                           :     14.917u      4.250s      4.865w      3 calls
| SAD Guess                         :     14.867u      4.250s      4.859w      3 calls
HF: Form G                          :      5.950u      0.217s      0.630w     27 calls
| JK: D                             :      0.000u      0.017s      0.001w     27 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     27 calls
| JK: JK                            :      5.867u      0.183s      0.624w     27 calls
| | DFH: compute_JK()               :      5.850u      0.183s      0.623w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      2.067u      0.000s      0.211w     27 calls
| | | DFH: compute_K                :      3.550u      0.183s      0.392w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.002w     27 calls
HF: Form D                          :      0.000u      0.000s      0.001w     27 calls
HF: DIIS                            :      2.350u      0.100s      0.255w     24 calls
HF: Form C                          :      1.717u      0.000s      0.168w     24 calls
DFMP2 Singles                       :      0.050u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     34.517u      4.450s     14.338w      3 calls
| Libint2ERI::Libint2ERI            :     23.300u      3.150s     12.903w     18 calls
| DFMP2 (A|mn)                      :      6.100u      0.000s      0.617w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.467u      0.017s      0.043w      3 calls
| DFMP2 (A|mi)C_na                  :      0.200u      0.000s      0.022w      3 calls
| DFMP2 Aia Write                   :      0.167u      0.050s      0.016w      3 calls
DFMP2 Bia                           :      1.883u      0.050s      0.199w      3 calls
| DFMP2 Metric                      :      1.217u      0.000s      0.129w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.050u      0.017s      0.007w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.400u      0.000s      0.039w      3 calls
| DFMP2 Bia Write                   :      0.167u      0.033s      0.019w      3 calls
DFMP2 Energy                        :      1.100u      0.033s      0.114w      3 calls
| DFMP2 Bia Read                    :      0.083u      0.017s      0.010w      6 calls

**************************************************************************************

